task_id,model,facet,model_answer,score
easy_poisson_2d_source_003,Pro/moonshotai/Kimi-K2.6,Physics Constraints,"The solution must satisfy the PDE residual ∇²u - f = 0 throughout the interior and the Dirichlet constraint u - g = 0 on the entire boundary. Because the specific expressions for f and g are missing, the spatial distribution of residual magnitudes, gradient scales, and potential boundary-layer behavior are unknown a priori. This precludes problem-specific loss weighting or targeted collocation refinement and necessitates a generic, robust enforcement of both constraints.",4
easy_poisson_2d_source_003,Pro/moonshotai/Kimi-K2.6,Model Choice,"A fully connected physics-informed neural network (PINN) with smooth activation (tanh or sinusoidal) is selected. The network maps spatial coordinates (x, y) to the scalar field u. A 4–6 hidden-layer architecture with 32–64 neurons per layer offers sufficient capacity for smooth elliptic solutions. Because the geometry is a simple rectangle, an exact Dirichlet architecture is strongly recommended: û(x,y) = Φ(x,y)·N(x,y) + g(x,y), where Φ is a product of distance functions that vanish on ∂Ω. This decouples boundary satisfaction from interior training, mitigating a major failure mode. In the absence of interior measurements, operator learning or data-driven surrogates are inappropriate; a mesh-free PINN is ideal once the missing domain bounds and functions are supplied.",5
easy_poisson_2d_source_003,Pro/moonshotai/Kimi-K2.6,Training Strategy,"Minimize the physics-informed loss L = MSE(∇²û - f, 0) + λ_bc·MSE(û - g, 0). If the exact-boundary architecture is not used, employ adaptive weighting (e.g., NTK balancing or GradNorm) because the relative magnitudes of f and g are unknown. Sample N_f ≈ 10⁴–10⁵ interior points via Sobol or Latin hypercube sampling over the specified rectangle, and N_b uniformly along each edge. Begin with Adam (learning rate 1e-3 with decay) for 20k–50k iterations, then refine with L-BFGS, which is essential for elliptic convergence. Resample collocation points periodically or use residual-based adaptive sampling to capture localized features in the unspecified source term. Monitor the mean absolute PDE residual and maximum boundary error.",5
easy_poisson_2d_source_003,Pro/moonshotai/Kimi-K2.6,Validation Failure Risks,"Key risks are: (1) spectral bias leading to poor resolution of high-frequency components in the unknown f or g; (2) loss-term imbalance if λ_bc is mis-specified, yielding either violated boundaries or large interior residuals; (3) inability to validate accuracy without an analytical solution or reference FEM discretization—residual metrics alone do not guarantee correctness; (4) potential corner singularities or boundary-source incompatibility if g lacks regularity (regularity is unspecified); (5) under-sampling in regions of sharp source variation, which cannot be predicted a priori; and (6) overfitting to the collocation set if point density is too low relative to network capacity. Mitigation relies on exact-boundary architectures, adaptive sampling, and on-demand generation of a high-resolution reference solution once the missing domain parameters and functions are fixed.",5
easy_burgers_1d_periodic_004,Pro/moonshotai/Kimi-K2.6,Problem Formalization,"The objective is to solve the forward problem for the one-dimensional viscous Burgers equation $u_t + u u_x = \nu u_{xx}$ on a periodic spatial domain $\Omega = [0, L]$ for $t \in [0, T]$, with periodic boundary conditions $u(0,t) = u(L,t)$ and initial condition $u(x,0) = u_0(x)$. The viscosity coefficient $\nu > 0$ and the initial velocity profile $u_0$ are known, but their explicit numerical values, the domain length $L$, and the final time $T$ are not specified in the task description and must be treated as configurable inputs. The target is the continuous velocity field $u(x,t)$.",5
easy_burgers_1d_periodic_004,Pro/moonshotai/Kimi-K2.6,Physics Constraints,"The model must satisfy: (1) the PDE residual $u_t + u u_x - \nu u_{xx} = 0$ at all interior collocation points; (2) the initial condition $u(x,0) = u_0(x)$; (3) periodic boundary conditions on $u$ and its spatial derivatives, i.e., $u(0,t) = u(L,t)$ and $u_x(0,t) = u_x(L,t)$; (4) mass conservation $\frac{d}{dt}\int_0^L u(x,t)\,dx = 0$ on the periodic domain, which can be enforced as a soft integral constraint or monitored as a validation diagnostic; and (5) the entropy inequality inherent to viscous Burgers, which is implicitly satisfied if the PDE residual is driven to zero. No observational data constraints are specified.",5
easy_burgers_1d_periodic_004,Pro/moonshotai/Kimi-K2.6,Model Choice,"Adopt a Physics-Informed Neural Network (PINN) representing $\hat{u}(x,t;\theta)$ as a deep fully-connected network with a Fourier-feature input embedding or sinusoidal activations to natively accommodate spatial periodicity and reduce spectral bias against high-frequency modes. A modified MLP architecture with residual connections or adaptive activation functions is preferred to capture steep gradients that may develop when advection dominates diffusion. This choice is justified because: (i) the problem is low-dimensional (1D space + time), making collocation-based PINNs efficient; (ii) only the initial condition and PDE parameters are available, ruling out purely data-driven operator learning; (iii) Fourier-aware embeddings align with the periodic geometry and improve representation of sharp transitions; and (iv) standard smooth activations (e.g., tanh) alone suffer from spectral bias, which is mitigated by the proposed enhancements.",5
easy_burgers_1d_periodic_004,Pro/moonshotai/Kimi-K2.6,Training Strategy,"Use a residual-minimization framework with automatic differentiation. Sample collocation points initially uniformly in space-time, then apply Residual-based Adaptive Refinement (RAR) to densify points where the PDE residual is largest, particularly near forming steep fronts. Define the composite loss $\mathcal{L} = \lambda_{\text{ic}}\mathcal{L}_{\text{ic}} + \lambda_{\text{bc}}\mathcal{L}_{\text{periodic}} + \lambda_{r}\mathcal{L}_{\text{r}}$, where $\mathcal{L}_{\text{ic}}$ penalizes deviation from $u_0$, $\mathcal{L}_{\text{periodic}}$ penalizes mismatches in $u$ and $u_x$ at the domain boundaries, and $\mathcal{L}_{\text{r}}$ is the mean squared PDE residual. Employ dynamic loss weighting—such as NTk eigenvalue balancing or causal time-weighting—to respect temporal ordering and prevent gradient pathology. Optimize with Adam for initial exploration, then refine with L-BFGS. If the viscosity is small, use a time-marching or curriculum strategy that progressively extends the training horizon to maintain causality and stability.",5
easy_burgers_1d_periodic_004,Pro/moonshotai/Kimi-K2.6,Validation Failure Risks,"Key risks include: (1) Spectral bias causing standard MLPs to under-resolve steep viscous shock layers, producing smeared gradients and elevated residuals. (2) Causality violations if the network is trained over the full time window without temporal ordering constraints, leading to non-physical backward influence. (3) Imperfect periodicity from soft boundary penalties, which may accumulate phase errors over long integration times. (4) Training instability and vanishing gradients in stiff regions when $\nu$ is small relative to the gradient magnitude. (5) Conservation drift: without observational data, undetected mass leakage may occur; total mass must be monitored as a zero-shot validation metric. (6) Sensitivity to unspecified hyperparameters ($L$, $T$, $\nu$, $u_0$ amplitude): extreme values (e.g., very low viscosity or long horizons) can cause the baseline PINN to fail unless complemented by shock-capturing sampling or domain decomposition.",5
easy_advection_1d_periodic_005,Pro/moonshotai/Kimi-K2.6,Problem Formalization,"Solve the 1D linear advection equation ∂_t u + c ∂_x u = 0 on a periodic spatial domain with provided initial condition u(x,0) = u_0(x). Unspecified quantities are the domain length L, the numerical value of the constant advection speed c, the final time T, and whether any observational data beyond the initial profile is available. The objective is a continuous approximation of the scalar field u(x,t).",5
easy_advection_1d_periodic_005,Pro/moonshotai/Kimi-K2.6,Physics Constraints,"Enforce the PDE residual ∂_t u + c ∂_x u = 0 at interior spatiotemporal points and periodic boundary conditions u(0,t) = u(L,t). With no diffusion term specified, assume pure advection. The speed c is treated as a fixed known parameter, not a learnable variable. The solution must preserve the spatial integral (total mass) and follow straight characteristic lines x - ct = constant.",5
easy_advection_1d_periodic_005,Pro/moonshotai/Kimi-K2.6,Model Choice,"Use a Physics-Informed Neural Network (PINN) with Fourier feature embeddings for the spatial coordinate to address periodicity and mitigate spectral bias. A fully-connected network maps inputs (x,t) to the scalar u. Fourier features (e.g., sin/cos with wavenumbers 2πk/L) can exactly encode periodicity if L is known; otherwise periodicity is enforced via a boundary penalty. This architecture is chosen because standard MLPs struggle with high-frequency advected modes, whereas Fourier features better represent the traveling-wave nature of the solution.",5
